UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
204185,"R",136927057,"R",145665640,"R",0,"R",306358681,"R",34691548,"R",21832854,"R",125172361,"R",146494772,"R",73454804,"R",73039968,"R",271667133,"R",24323435,"R",192887252,"R",21673501,"R",1889287,"R",0,"R",240773475,"R",95107835,"R",66910080,"R",58959734,"R",0,"R",7950346,"R",263716787,"R",0,"R",271667133,"R",3014005,"R",238186,"R",1177075,"R",0,"R",2275841,"R",29050074,"R",35755181,"R",31325915,"Z",0,"R",31325915,"R",36001140,"R",36001140,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11025920,"R",2751322,"R",4459595,"R",3815003,"R",11025920,"R",2751322,"R",4459595,"R",3815003,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5204388,"R",5204388,"R",0,"R",0,"Z",0,"Z",0,"R",13635888,"R",13635888,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1042744,"R",843047,"R",35375,"R",164322,"R",66910080,"R",58435785,"R",4494970,"R",3979325,"R",0,"R",1045620,"R",-1045620,"Z",0,"R",66910080,"R",59481405,"R",3449350,"R",3979325,"R",24371388,"R",13494102,"Z",0,"Z",0,"Z",0,"Z",0,"R",3207663,"R",944080,"R",10800341,"R",4632163,"R",5548889,"R",4275197,"R",10727677,"R",924997,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4303776,"R",0,"R",58959734,"R",24270539,"R",6421198,"R",6004226,"R",5405314,"R",890991,"R",15967466, 1,"R",141881000,"R",146652000
204194,"R",21298685,"R",59138436,"R",0,"R",97591178,"R",15030338,"R",8777932,"R",62214853,"R",20345987,"R",10738606,"R",9607381,"R",82560840,"R",8554050,"R",77730736,"R",30340861,"R",759289,"R",0,"R",117384936,"R",58246500,"R",39216053,"R",38679795,"R",0,"R",536258,"R",82024582,"R",0,"R",82560840,"R",2795159,"R",269717,"R",1123171,"R",0,"R",730043,"R",23720878,"R",28638968,"R",23707060,"R",0,"R",23707060,"R",20617834,"R",20617834,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",158092,"R",158092,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4386871,"R",1808595,"R",2433133,"R",145143,"R",4386871,"R",1808595,"R",2433133,"R",145143,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2141195,"R",673994,"R",1466021,"R",1180,"R",0,"R",0,"R",10212921,"R",10212921,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1699140,"R",1699684,"R",0,"R",-544,"R",39216053,"R",35171120,"R",3899154,"R",145779,"R",0,"R",2462696,"R",-2462696,"R",0,"R",39216053,"R",37633816,"R",1436458,"R",145779,"R",12669472,"R",7131270,"R",0,"R",0,"R",0,"R",0,"R",2436848,"R",1144522,"R",9371551,"R",3528608,"R",5596155,"R",2319603,"R",7850267,"R",330678,"R",755502,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38679795,"R",14454681,"R",4294902,"R",5898520,"R",3472883,"R",297364,"R",10261445, 1,"R",21188471,"R",22636480
204200,"R",66492763,"R",21488474,"R",0,"R",110201586,"R",11776642,"R",0,"R",55395403,"R",43029541,"R",22611619,"R",20417922,"R",98424944,"R",6043390,"R",60269166,"R",25941475,"R",1256653,"R",0,"R",93510684,"R",72022210,"R",63386279,"R",41167041,"R",0,"R",22219238,"R",74450835,"R",1754871,"R",98424944,"R",1952344,"R",402291,"R",731787,"R",0,"R",1122109,"R",12602307,"R",16810838,"R",13899833,"R",0,"R",13899833,"R",30552217,"R",30552217,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",494572,"R",0,"R",494572,"R",0,"R",201923,"R",0,"R",201923,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23903427,"R",20200730,"R",3435738,"R",266959,"R",23561680,"R",20200730,"R",3093991,"R",266959,"R",341747,"R",0,"R",341747,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3626117,"R",1520814,"R",2083541,"R",21762,"R",0,"R",0,"R",4231862,"R",4231862,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",376161,"R",292791,"R",83369,"R",1,"R",63386279,"R",56798414,"R",6299143,"R",288722,"R",0,"R",-922021,"R",922021,"R",0,"R",63386279,"R",55876393,"R",7221164,"R",288722,"R",16396934,"R",12646789,"R",0,"R",0,"R",0,"R",0,"R",4647914,"R",3196663,"R",9504986,"R",5136523,"R",8415377,"R",3671463,"R",2201830,"R",455301,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41167041,"R",25106739,"R",5320947,"R",3850488,"R",3774045,"R",167911,"R",2946911, 1,"R",39715342,"R",59653614
204264,"R",78295801,"R",60821621,"Z",0,"R",153925113,"R",17319670,"R",3687123,"R",71484704,"R",65120739,"R",40459502,"R",24661237,"R",136605443,"R",10135469,"R",91135203,"R",14066322,"R",1086049,"R",0,"R",116423043,"R",55601422,"R",42725646,"R",39170607,"R",0,"R",3555039,"R",133050404,"R",0,"R",136605443,"R",3038953,"R",274722,"R",0,"R",0,"R",1996415,"R",18327416,"R",23637506,"R",20323831,"R",0,"R",20323831,"R",20102751,"R",20102751,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",145609,"R",0,"R",145609,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",7530418,"R",1211696,"R",5358658,"R",960064,"R",7530418,"R",1211696,"R",5358658,"R",960064,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",4258779,"R",3935468,"Z",0,"R",323311,"R",0,"R",0,"R",9853876,"R",9853876,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",834213,"R",500211,"R",334002,"R",0,"R",42725646,"R",35604002,"R",5838269,"R",1283375,"R",0,"R",-5939221,"R",5939221,"Z",0,"R",42725646,"R",29664781,"R",11777490,"R",1283375,"R",17227714,"R",10776200,"Z",0,"Z",0,"R",463126,"R",218867,"R",1864017,"R",737330,"R",7621839,"R",3117586,"R",6250277,"R",2653847,"R",5600960,"R",115636,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",142674,"R",0,"R",39170607,"R",17619466,"R",4981609,"R",2784395,"R",3300737,"R",150874,"R",10333526, 1,"R",74253000,"R",76327508
204468,"R",11250492,"R",26821749,"R",0,"R",42616624,"R",25407658,"R",18913269,"R",6044515,"R",11164451,"R",4710980,"R",6453471,"R",17208966,"R",9384009,"R",41888659,"R",11094443,"R",105431,"R",0,"R",62472542,"R",35650793,"R",27918879,"R",26974641,"R",0,"R",944238,"R",16264728,"R",0,"R",17208966,"R",3060149,"R",181704,"R",1282427,"R",0,"R",630624,"R",18437972,"R",23592876,"R",19221394,"R",0,"R",19221394,"R",16849117,"R",16849117,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3340,"R",3340,"R",0,"R",0,"R",125276,"R",125276,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5044353,"R",630290,"R",4291344,"R",122719,"R",4698230,"R",630290,"R",3945221,"R",122719,"R",346123,"R",0,"R",346123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-979594,"R",-1345517,"R",365923,"R",0,"R",0,"R",0,"R",6390449,"R",6390449,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",485938,"R",485938,"R",0,"R",0,"R",27918879,"R",23138893,"R",4657267,"R",122719,"R",0,"R",3530051,"R",-3530051,"Z",0,"R",27918879,"R",26668944,"R",1127216,"R",122719,"R",5722244,"R",4120203,"R",0,"R",0,"R",0,"R",0,"R",1785331,"R",790259,"R",8511105,"R",4208359,"R",5031623,"R",1404016,"R",5924338,"R",506794,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26974641,"R",11029631,"R",1320981,"R",2577625,"R",1762931,"R",1215318,"R",9068155, 1,"R",10033782,"R",10628189
204486,"R",211853,"R",73490230,"R",2557008,"R",105573557,"R",35598772,"R",18413036,"R",69606082,"R",368703,"R",0,"R",368703,"R",69974785,"R",8815082,"R",93091872,"R",12950226,"R",134592,"R",0,"R",114991772,"R",41501542,"R",47015664,"R",44230496,"R",0,"R",2785168,"R",67189617,"R",0,"R",69974785,"R",7341909,"R",289467,"R",1385669,"R",0,"R",708737,"R",3101447,"R",12827229,"R",692881,"Z",0,"R",692881,"R",30917236,"R",30917236,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7342417,"R",7342417,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",620697,"R",620697,"R",0,"R",0,"R",620697,"R",620697,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",35487,"R",35487,"Z",0,"Z",0,"Z",0,"Z",0,"R",481520,"R",481520,"Z",0,"Z",0,"R",7458434,"R",7458434,"R",0,"Z",0,"R",159873,"R",159873,"R",0,"R",0,"R",47015664,"R",47015664,"R",0,"Z",0,"R",0,"R",46882,"R",-46882,"Z",0,"R",47015664,"R",47062546,"R",-46882,"R",0,"R",15972292,"R",9445194,"Z",0,"Z",0,"Z",0,"Z",0,"R",1486884,"R",967215,"R",12465186,"R",6646116,"R",8369907,"R",2442920,"R",5936227,"R",1022454,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",44230496,"R",20523899,"R",3274574,"R",1118079,"R",4555814,"R",1558520,"R",13199610, 2,"A",,"A",
204501,"R",955505976,"R",360913537,"R",0,"R",1420212137,"R",328114798,"R",175032956,"R",219664783,"R",872432556,"R",323585270,"R",548847286,"R",1092097339,"R",7799573,"R",530246250,"R",234290124,"R",4656409,"R",0,"R",776992356,"R",416078819,"R",227028208,"R",188845259,"R",-39369769,"R",-1186820,"R",1093284159,"R",0,"R",1092097339,"R",1187804,"R",839076,"R",0,"R",0,"R",12691462,"R",56818603,"R",71536945,"R",70349141,"R",0,"R",70349141,"R",86626797,"R",86626797,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1963760,"R",0,"R",1963760,"R",0,"R",11409,"R",0,"R",11409,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20841654,"R",5568158,"R",4506033,"R",10767463,"R",20801654,"R",5568158,"R",4466033,"R",10767463,"R",40000,"R",0,"R",40000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70933802,"R",19633795,"R",49692808,"R",1607199,"R",42542,"R",42542,"R",41563786,"R",41563786,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5044458,"R",4230214,"R",814244,"R",0,"R",227028208,"R",157665292,"R",56988254,"R",12374662,"R",0,"R",54849307,"R",-54849307,"R",0,"R",227028208,"R",212514599,"R",2138947,"R",12374662,"R",87067704,"R",41613074,"R",760953,"R",362055,"R",1559979,"R",258764,"R",24874010,"R",6767105,"R",16611953,"R",7600288,"R",24444078,"R",10632470,"R",33526582,"R",4019536,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188845259,"R",71253292,"R",26586609,"R",12088561,"R",22886085,"R",6351008,"R",49679704, 1,"R",947148504,"R",984675368
204617,"R",19975096,"R",46848236,"R",0,"R",79238260,"R",52879140,"R",47846020,"R",3447393,"R",22911727,"R",11102153,"R",11809574,"R",26359120,"R",8071694,"R",78557480,"R",19550733,"R",928528,"R",0,"R",107108435,"R",60260199,"R",28714308,"R",34207125,"R",0,"R",-5492817,"R",31851937,"R",0,"R",26359120,"R",2169239,"R",124577,"R",940281,"R",0,"R",1199029,"R",15907635,"R",20340761,"R",17106664,"R",0,"R",17106664,"R",18561283,"R",18561283,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",354378,"R",354378,"R",0,"R",0,"R",174725,"R",174725,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1417868,"R",364800,"R",811534,"R",241534,"R",1417868,"R",364800,"R",811534,"R",241534,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1136447,"R",414161,"R",755603,"R",-33317,"R",0,"R",0,"R",5680048,"R",5680048,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1389559,"R",1389559,"R",0,"R",0,"R",28714308,"R",26938954,"R",1567137,"R",208217,"R",0,"R",1781342,"R",-1781342,"R",0,"R",28714308,"R",28720296,"R",-214205,"R",208217,"R",9395654,"R",5586935,"Z",0,"Z",0,"Z",0,"Z",0,"R",2380304,"R",884830,"R",7004104,"R",3005540,"R",8295298,"R",3399347,"R",7131765,"R",326682,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",34207125,"R",13203334,"R",3435744,"R",4931464,"R",2773726,"R",2388675,"R",7474182, 1,"R",22588113,"R",19975096
204635,"R",163631311,"R",148577976,"R",0,"R",359039464,"R",115965554,"R",74496361,"R",41802551,"R",201271359,"R",121247992,"R",80023367,"R",243073910,"R",17750696,"R",203314381,"R",23185475,"R",26639299,"R",0,"R",270889851,"R",122311875,"R",83185128,"R",89489298,"R",-941852,"R",-7246022,"R",250319932,"R",0,"R",243073910,"R",2715728,"R",170678,"R",1048098,"R",0,"R",7838200,"R",42357994,"R",54130698,"R",50196194,"R",0,"R",50196194,"R",49573841,"R",49573841,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1740966,"R",1740966,"R",0,"R",0,"R",17021,"R",17021,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6896905,"R",1224731,"R",1915422,"R",3756752,"R",6536460,"R",865561,"R",1914147,"R",3756752,"R",360445,"R",359170,"R",1275,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-9851457,"R",45370,"R",-9433167,"R",-463660,"R",0,"R",0,"R",21051818,"R",21051818,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13756034,"R",4983539,"R",8772495,"R",0,"R",83185128,"R",78637286,"R",1254750,"R",3293092,"R",0,"R",8540843,"R",-8540843,"Z",0,"R",83185128,"R",87178129,"R",-7286093,"R",3293092,"R",38285539,"R",24758666,"R",1483253,"R",629557,"R",0,"R",0,"R",6731481,"R",2601610,"R",12276461,"R",5476402,"R",9194152,"R",4575220,"R",21518412,"R",1471496,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",89489298,"R",39512951,"R",6863219,"R",7122231,"R",7450573,"R",1973039,"R",26567285, 1,"R",166276449,"R",160642901
204893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",166545,"R",0,"R",45312,"R",0,"R",23102,"R",0,"R",234959,"R",234959,"R",0,"R",234959,"R",522074,"R",522074,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",166545,"R",166545,"R",0,"R",0,"R",45312,"R",45312,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23102,"R",23102,"R",0,"R",0,"R",23102,"R",23102,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",774854,"R",774854,"R",0,"R",0,"R",1531887,"R",1531887,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1531887,"R",1531887,"R",0,"R",0,"R",800223,"R",664066,"R",0,"R",0,"R",0,"R",0,"R",71430,"R",37183,"R",78632,"R",71082,"R",75113,"R",0,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1025398,"R",772331,"R",82029,"R",0,"R",0,"R",0,"R",171038,-2,"A",,"A",
204909,"R",255772796,"R",135136655,"R",0,"R",419633791,"R",50600859,"R",21215208,"R",84603951,"R",284428981,"R",191774451,"R",92654530,"R",369032932,"R",13326731,"R",173702838,"R",29735146,"R",2732247,"R",0,"R",219496962,"R",84360307,"R",87854448,"R",74404828,"R",-830401,"R",12619219,"R",356413713,"R",0,"R",369032932,"R",2327612,"R",413155,"R",579508,"R",0,"R",5662813,"R",39202490,"R",48185578,"R",46299348,"R",0,"R",46299348,"R",21310710,"R",21310710,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2894094,"R",2894094,"R",0,"R",0,"R",579508,"R",579508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32691401,"R",8914729,"R",17568271,"R",6208401,"R",31951161,"R",8914729,"R",16828031,"R",6208401,"R",740240,"R",0,"R",740240,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9672996,"R",463821,"R",9191602,"R",17573,"R",0,"R",0,"R",17292908,"R",17292908,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3412831,"R",3154473,"R",264645,"R",-6287,"R",87854448,"R",54610243,"R",27024518,"R",6219687,"R",0,"R",17146566,"R",-17146566,"Z",0,"R",87854448,"R",71756809,"R",9877952,"R",6219687,"R",27167971,"R",14337125,"R",273667,"R",77770,"R",333815,"R",168975,"R",7023257,"R",2732685,"R",14193355,"R",5358892,"R",12221665,"R",5205383,"R",13191098,"R",639045,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74404828,"R",28519875,"R",12508435,"R",7423725,"R",5924449,"R",661745,"R",19366599, 1,"R",239621875,"R",243081344
204936,"R",108308232,"R",98073510,"R",0,"R",230084436,"R",47283603,"R",37853094,"R",109095422,"R",73705411,"R",37856541,"R",35848870,"R",182800833,"R",14111974,"R",130649683,"R",28529492,"R",1178967,"R",0,"R",174470116,"R",76396606,"R",68850265,"R",65851032,"R",6607,"R",3005840,"R",179794993,"R",0,"R",182800833,"R",3211960,"R",756188,"R",1462598,"R",0,"R",1987280,"R",36005438,"R",43423464,"R",37992719,"R",0,"R",37992719,"R",40425840,"R",40425840,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",585112,"R",585112,"R",0,"R",0,"R",32616,"R",32616,"R",0,"R",0,"R",3780,"R",3780,"R",0,"R",0,"R",3532377,"R",1968327,"R",608475,"R",955575,"R",3475412,"R",1968327,"R",551510,"R",955575,"R",56965,"R",0,"R",56965,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8689413,"R",7442313,"R",1205916,"R",41184,"R",715390,"R",715390,"R",13222954,"R",13222954,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1642783,"R",1640396,"R",0,"R",2387,"R",68850265,"R",66036728,"R",1814391,"R",999146,"R",0,"R",0,"Z",0,"Z",0,"R",68850265,"R",66036728,"R",1814391,"R",999146,"R",28933367,"R",16388617,"R",0,"R",0,"R",401721,"R",107219,"R",6489807,"R",3034286,"R",11083760,"R",5501260,"R",11470611,"R",4634526,"R",7471766,"R",51647,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65851032,"R",29717555,"R",9692007,"R",7950729,"R",4604012,"R",1313057,"R",12573672, 1,"R",97776161,"R",101386335
204990,"Z",0,"R",2374406,"Z",0,"R",4585735,"R",1042431,"R",556632,"R",2873180,"R",670124,"R",282936,"R",387188,"R",3543304,"R",14200,"R",4037671,"R",474667,"Z",0,"Z",0,"R",4526538,"R",2152132,"R",2851154,"R",3181923,"R",0,"R",-330769,"R",3874073,"R",0,"R",3543304,"Z",0,"Z",0,"Z",0,"Z",0,"R",48693,"Z",0,"R",48693,"R",48693,"Z",0,"R",48693,"R",1995813,"R",1995813,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14864,"R",187758,"R",-174119,"R",1225,"R",14864,"R",-984,"R",14623,"R",1225,"R",0,"R",188742,"R",-188742,"R",0,"R",701064,"R",671064,"R",30000,"Z",0,"R",34567,"R",6514,"R",28053,"Z",0,"Z",0,"Z",0,"R",104846,"R",104846,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2851154,"R",2965995,"R",-116066,"R",1225,"R",0,"R",0,"Z",0,"Z",0,"R",2851154,"R",2965995,"R",-116066,"R",1225,"R",756788,"R",479752,"Z",0,"Z",0,"Z",0,"Z",0,"R",1039697,"R",385738,"R",584493,"R",180073,"R",800945,"R",87210,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",3181923,"R",1132773,"R",458758,"R",1454987,"R",105464,"R",29941,"R",0, 1,"R",33176,"R",282936
205027,"R",31117366,"R",22387523,"R",0,"R",53504889,"R",6905080,"R",0,"R",27907864,"R",18691945,"R",11889279,"R",6802666,"R",46599809,"R",1272189,"R",33096759,"R",10648274,"R",0,"R",0,"R",45017222,"R",22629699,"R",8158814,"R",8540660,"R",114166,"R",-267680,"R",46867489,"R",0,"R",46599809,"R",52885,"R",13477,"R",0,"R",0,"R",189162,"R",0,"R",255524,"R",255524,"R",0,"R",255524,"R",2511596,"R",2511596,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",66406,"R",66406,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2777798,"R",1299595,"R",558961,"R",919242,"R",2777798,"R",1299595,"R",558961,"R",919242,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1602180,"R",703406,"R",893516,"R",5258,"R",0,"R",0,"R",1050990,"R",1050990,"R",0,"R",0,"R",149844,"R",149844,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",8158814,"R",5781837,"R",1452477,"R",924500,"R",0,"R",1044280,"R",-1044280,"Z",0,"R",8158814,"R",6826117,"R",408197,"R",924500,"R",3167672,"R",1632694,"R",0,"R",0,"R",0,"R",0,"R",406951,"R",185668,"R",755186,"R",238836,"R",2498852,"R",763845,"R",1025111,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",686888,"R",537202,"R",8540660,"R",3358245,"R",851069,"R",965555,"R",1300927,"R",0,"R",2064864, 1,"R",30096774,"R",30399057
